age,gender,study_hours_per_day,sleep_hours,social_media_hours,gaming_hours,exercise_minutes,assignments_completed,attendance_percentage,stress_level,productivity_score
19,Male,5.39,7.41,3.45,3.07,73,19,45.89,4,63.37
29,Female,7.61,7.76,0.99,2.65,10,14,84.76,10,58.4
17,Female,0.78,3.89,2.03,5.82,84,19,56.72,6,34.66
19,Male,2.93,6.42,5.81,2.4,26,8,40.89,3,31.12
28,Male,8.05,9.22,6.26,0.72,55,11,59.66,1,76.58
18,Other,9.42,4.04,1.46,2.19,65,13,79.28,2,85.81
24,Male,8.82,9.77,2.61,5.79,3,5,95.14,3,87.2
22,Female,7.31,3.14,3.95,5.37,117,0,42.74,3,48.62
25,Male,2.07,3.7,1.4,5.05,78,4,88.79,8,24.31
24,Female,4,4.24,6.91,4.68,99,15,72.68,2,28.61
26,Female,0.98,6.29,2.42,3.19,99,19,68.9,7,38.37
19,Male,6.58,5.09,1.98,2.11,10,14,85.13,4,51.59
21,Male,4.77,5.93,7.15,4.71,35,10,54.04,5,50.57
23,Female,5.94,9.59,5.39,1.31,71,12,80.11,3,51.57
21,Female,9.8,5.39,4.1,2.66,84,7,58.8,10,62.85
24,Male,4.32,8.94,0.86,5.06,52,15,78.11,10,30.92
28,Female,3.41,3.51,1.16,2.16,115,8,41.4,6,29.13
21,Male,1.93,8.68,1.79,4.32,116,7,96.4,4,46.41
17,Female,1.86,9.31,1.75,2.69,72,16,94.74,9,48.26
21,Female,5.43,4.99,7.1,0.84,110,8,96.16,10,47.02
20,Male,7.62,6.83,7.53,2.79,100,15,44.48,6,53.86
22,Male,5.86,4.31,3.34,0,66,3,49.22,2,54.88
19,Male,8.8,3.64,1.6,4.6,71,19,94.08,2,78.46
27,Female,3.5,8.39,2.19,1.3,38,4,83.53,10,38.62
21,Male,6.15,7.41,0.19,2.23,115,14,67.13,9,44.46
18,Male,6.78,8.27,1.72,2.1,41,16,57.72,6,50.79
27,Other,3.17,6.08,0.12,2.98,46,2,90.82,3,48.16
22,Male,4.26,4.75,7.69,4.47,14,18,89.56,3,40.37
29,Female,6.11,5.99,4.99,3.93,92,6,56.07,3,36.48
28,Male,0.7,3.45,5.39,3.87,47,6,69.51,3,23.36
22,Male,8.92,4.98,0.66,5.75,60,16,77.41,9,50.41
21,Male,1.56,5.08,3.69,0.44,31,15,47.02,5,26.35
22,Female,0.95,8,3.45,0.95,61,13,97.93,5,41.93
27,Female,2.54,3.37,6.69,0.33,52,13,87.5,1,47.67
23,Female,5.27,4.72,6.24,1.71,96,12,79.37,9,53.63
28,Male,3.62,4.94,3.32,0.95,105,7,91.79,3,35.74
21,Male,4.68,6.86,5.82,2.04,36,2,49.41,3,50.24
17,Female,1.3,4.71,0.69,3.42,39,8,80.65,3,36.45
24,Male,2.71,3.93,2.03,0.83,52,2,45.85,1,48.8
20,Male,1.43,4.81,1.36,0.74,40,19,51.02,3,24.58
25,Male,2.68,5.95,5.8,3.69,85,17,55.45,1,34.04
26,Female,7.18,6.68,7.06,1.47,112,17,71.11,1,59.23
28,Female,5.97,3.26,4.95,1.62,119,1,48.06,9,42.37
22,Male,3.67,5.17,5.32,1.74,76,12,79.24,9,38.24
17,Male,2.98,8.35,4.73,1.43,52,19,46.82,1,35.12
19,Female,9.98,7.18,4.72,3.58,76,8,56.8,10,56.38
19,Female,7.79,6.19,1.69,0.82,53,0,84.54,4,62.79
26,Male,8.31,6.17,0.15,1.66,81,18,82,9,62.95
28,Female,0.75,5.58,1.54,5.89,91,9,93.94,6,31.21
28,Male,1.07,5.39,2.55,2.34,55,9,75.05,4,48.04
20,Male,7.27,5.8,3.2,3.1,63,18,92.23,10,71.49
22,Male,2.32,9.08,5.77,1.7,22,19,91.23,6,44.85
23,Male,4.54,6.28,0.12,4.45,0,18,67.31,3,35.01
26,Male,2.25,7.68,4.64,3.19,115,16,91.14,1,49.7
20,Female,2.18,8.65,2.36,2.44,110,11,82.86,7,52.79
22,Male,1.54,6.02,1.44,5.87,44,15,50.92,4,34.01
27,Male,6.15,8.87,2.27,0.17,12,11,75.54,6,61.03
17,Male,7.52,9.95,2.93,1.2,33,19,64.28,4,83.85
24,Female,1.04,6.53,6.8,5.61,56,19,59.68,4,32.75
23,Female,3.12,5.82,2.01,5.97,43,19,76.38,2,43.02
27,Male,6.75,8.64,4.22,3.2,39,8,68.56,10,49.54
27,Male,4.23,7.54,5.89,5.44,17,15,99.52,9,34.74
25,Male,7.19,7.29,7.42,4.18,65,19,98.53,3,75.11
19,Male,7.71,9.2,0.26,5.72,71,0,79.31,8,61.7
18,Male,0.81,7.55,6.21,2.43,88,15,54.11,10,23.14
17,Female,4.12,7.49,1.96,3.66,52,14,76.33,8,30.16
19,Female,7.43,4.45,6.71,5.05,102,19,50.62,8,46.03
21,Female,4.09,7.82,1.18,1.03,61,10,87.43,6,51.49
27,Male,0.56,9.39,5.35,0.94,92,0,98.23,9,37.83
18,Male,3.69,7.03,5.91,2.5,32,2,53.61,8,35.42
28,Female,8.79,9.32,4.16,0.79,57,13,66.5,1,78.9
19,Female,9.54,5.38,2.76,1.5,77,14,57.13,10,61.3
20,Male,5.82,3.3,1.26,4.01,92,8,40.53,10,18.5
23,Female,3.41,6.12,0.84,1.01,0,17,98.2,8,40.04
29,Male,4.93,3.03,6.05,4.05,30,6,76.07,8,40.54
19,Male,2.74,4.08,0.48,2.49,12,9,87.18,10,23.28
25,Male,2.1,4.33,4.66,5.94,1,8,99.53,8,44.01
24,Other,5.19,6.74,0.23,5.08,111,15,48.09,2,61.66
20,Male,7.5,9.65,3.69,4.77,76,11,47.26,1,81.61
29,Female,2.61,3.14,1.11,1.78,91,0,75.55,6,20.13
17,Male,9.14,4.66,5.21,4.75,2,3,82.84,6,59.61
17,Male,2.1,9.79,1.96,2.4,61,14,60.06,7,54.91
17,Female,5.8,9.17,2.8,3.43,64,15,70.85,8,42.06
17,Male,7.88,8.84,6.08,2.77,107,3,52.82,6,63.77
24,Male,2.53,3.64,4.83,4.63,102,7,77.73,10,39.33
19,Male,3.32,7.51,5.79,3.27,70,2,48.88,10,27.04
22,Female,0.99,4.42,5.57,3.76,16,4,59.93,1,27.63
19,Female,9.47,7.56,7.12,3.35,52,19,40.86,8,47.48
27,Male,5.13,5.99,6.24,5.38,26,3,66.84,3,39.44
21,Male,1.11,7.45,5.85,5.68,105,10,53.24,3,42.5
29,Female,8.39,6,0.54,2.58,118,7,40.98,9,66.86
29,Male,5.91,9.35,0.92,3.04,57,2,95.86,5,65.12
23,Male,1.03,3.18,4.34,1.04,16,11,56.13,7,22.77
18,Male,4.78,4.34,2.65,1.87,4,11,98.13,4,46.46
22,Female,4.63,8.83,4.09,4.55,49,9,89.3,2,55.77
29,Male,1.89,8.16,5.83,3.86,46,0,88.53,4,31.81
22,Female,4.49,4.3,2.6,3.65,58,18,88.81,10,40.19
27,Female,3.19,3.85,6.9,2.78,18,3,47.49,6,29.1
19,Female,7.15,5.18,3.43,2.43,69,7,87.45,5,56.94
22,Female,0.55,6.37,2.65,1.4,5,17,90,10,29.56
26,Male,1.51,3.33,4.1,5.48,70,6,52.47,6,24.94
26,Female,9.23,8.92,4.1,5.85,11,7,95.65,8,70.75
21,Female,4.62,6.65,6.87,1.29,17,17,55.77,10,50.97
28,Female,2.17,9.44,1.53,2.47,100,3,96.75,5,46.71
18,Male,8.04,5.28,4.15,1.03,119,4,47.72,10,49.66
25,Male,8.59,3.34,6.49,4.26,10,8,99.12,6,67.69
24,Female,2.51,9.1,5.34,3.98,17,19,99.13,6,53.51
19,Male,7.28,4.05,4.45,0.13,99,10,59.25,8,46.6
24,Male,6.34,5.35,6.8,1.87,85,2,80.97,10,41.78
25,Female,7.58,6.25,6.19,1.94,29,17,97.94,8,51.99
19,Female,7.99,6.44,0.5,4.3,91,1,62.79,6,49.93
19,Male,6.78,3.16,3.59,1.05,102,0,90.46,10,60.35
18,Female,9.58,6.69,5.63,5.53,22,18,51.11,6,65.2
24,Female,8.71,3.54,5.12,0.49,9,13,88.07,7,65.38
26,Male,2.68,5.29,2.7,1.29,88,9,45.23,10,15.16
17,Female,9.18,9.83,3.51,0.15,106,0,57.25,10,82.48
24,Female,3.92,4.96,4.06,5.95,30,16,73.11,8,49.58
23,Female,7.4,8.69,3.43,4.98,65,17,53.72,9,63.07
23,Female,8.56,6.57,5.93,4.07,113,1,42.98,2,80.77
19,Female,4.65,4.42,3.94,5.92,10,16,90.76,9,42.58
17,Male,0.99,8.05,6.38,0.1,75,4,69.59,7,20.53
20,Male,9.52,6.89,3.62,5.03,39,6,77.59,2,75.85
25,Male,1.19,6.73,0.33,4.11,60,13,99.05,10,37.06
21,Female,3.81,3.21,6.87,0.96,34,12,88.49,7,41.14
17,Female,6.17,5.34,5.87,4.78,43,8,42.9,6,47.12
21,Male,1.62,8.14,1.38,4.66,22,4,99.61,6,56.82
29,Male,8.46,8.57,2.73,1.79,39,5,99.56,7,85.32
24,Male,2.43,8.7,0.52,2.85,105,16,91.72,1,53.08
24,Male,9.87,3.26,3.85,0.21,52,5,92.25,1,58.46
21,Male,9.21,4.14,3.65,0.04,111,6,92.08,3,73.4
28,Male,6.24,9.9,1.45,1.57,109,5,76.87,5,57.35
25,Female,6.77,4.09,1.48,1.83,11,19,50.64,6,46.31
17,Male,5.57,4.49,1.96,5.13,28,7,73.14,1,51.99
20,Female,4.22,8.62,5.67,2.77,9,6,87.12,3,52.04
19,Female,3.84,5.75,2.62,5.65,33,1,99.79,5,38.63
18,Female,8.97,3.81,4.64,3.95,30,8,86.13,7,75.09
24,Male,5.98,3.88,1.92,3.75,41,0,90.61,9,46.55
23,Female,8.32,3.59,6.88,1.94,109,5,74.25,4,63.26
25,Female,5.38,4.26,5.55,1.39,79,11,41.34,4,26.8
18,Male,3.42,6.48,7.9,2.77,90,15,97.64,8,40.49
20,Male,1.37,3.11,6.94,4.49,94,17,85.91,1,35.22
22,Male,3.58,3.82,1.08,2.2,69,0,58.25,2,37.67
27,Female,8.86,9.35,5.65,5.03,103,12,49.42,2,64.36
19,Female,7.26,9.14,2.28,4.21,17,11,43.24,5,63.39
24,Male,7.97,8.83,4.76,0.94,50,16,45.22,6,53.01
19,Male,7.85,7.94,5.18,2.05,96,16,64.09,9,55.72
28,Female,1.64,7.63,6.02,0.28,106,16,43.8,4,39.04
29,Female,2.01,4.93,4.07,2.33,92,4,76.62,9,29.74
29,Female,3.51,5.34,2.99,2.9,104,6,94.65,5,35.83
18,Female,3.36,4.65,7.56,4.99,69,4,61.21,8,35.87
29,Female,1.13,9.86,2.68,2.46,16,15,50,3,33.78
29,Female,1.96,7.44,2.34,3.72,41,3,57.9,9,33.8
19,Male,8.63,9.76,2.51,2.15,109,8,81.39,10,76.8
27,Male,6.1,4.9,6.6,4.12,36,18,43.44,7,40.75
22,Female,3.75,7.35,5.08,1.04,51,16,44.69,4,59.45
18,Male,5.5,8.31,1.47,1.31,54,1,40.5,6,47.11
24,Male,2.98,3.66,1.56,5.16,63,13,57.77,10,19.67
17,Female,6.05,7.67,0.89,2.14,88,10,44.52,8,63.47
23,Female,1.21,4.18,3.36,1.5,28,10,78.17,1,26.35
18,Female,9.08,5.3,3.81,0.07,5,0,82.81,4,62.65
26,Female,2.78,8.01,2.81,4.3,115,11,80.2,10,51.33
28,Female,8.28,6.08,3.14,2.81,107,19,47.3,10,54.23
22,Male,6.77,9.45,4.88,1.04,75,9,65.3,6,50.03
28,Female,5.47,4.69,4.38,5.25,53,17,85.77,1,49.14
18,Male,9.33,4.08,3.51,4.79,10,17,56.54,6,53.95
18,Male,1.99,5.36,3.97,1.66,17,12,56.21,10,31.69
26,Male,1.63,8.96,6.34,1.34,7,17,52.53,7,51.86
29,Female,3.56,8.93,4.13,2.5,64,4,43.03,7,45.11
24,Male,8.39,5.59,7.66,2.19,24,1,93.15,6,71.98
28,Female,0.83,8.67,4.42,0.94,96,0,92.14,7,25.55
18,Male,2.77,3.54,2.62,5.89,33,7,96.84,3,39.57
23,Male,4.53,3.05,7.55,2.01,111,10,97.85,6,47.13
19,Female,7.27,9.05,0.78,3.18,35,10,41.79,9,66.11
24,Female,3.34,9.12,6.99,4.46,4,3,92.66,8,50.87
23,Male,4.76,4,0.98,5.57,9,5,41.11,4,35.11
24,Female,3.7,5.08,5.14,0.89,1,10,83.97,10,33.26
23,Female,1.37,8.95,7.11,0.85,2,6,75.49,8,28.9
27,Female,7.52,3.59,0.85,3.64,107,1,50.42,3,58.94
22,Female,4.88,9.04,8,1.56,43,11,40.81,6,39.57
29,Male,8.22,7.02,3.86,3.99,94,10,84.61,4,68.63
23,Female,7.1,7.6,3.92,0.95,16,1,83,10,77.34
21,Male,1.05,7.16,2.74,3.46,9,9,48.47,10,10.63
23,Male,5.25,7.08,3.16,4.39,115,17,81.85,8,44.14
17,Female,9.91,4.3,3.64,4.33,115,3,94.14,3,76.68
17,Male,3.42,4.65,1.43,4.37,107,17,64.4,2,26.23
25,Male,5.18,7.06,3.89,3.89,92,11,84.39,4,66.98
21,Female,6.69,5.81,4.77,5.96,55,2,77.34,6,51.64
29,Female,2.42,6.79,0.2,5.77,115,18,49.64,6,31.16
21,Female,7.17,4.77,5.96,0.57,8,4,69.21,5,58.67
19,Female,6.77,6.25,4.49,2.22,19,11,67.01,6,44.64
21,Male,4.06,4,0.88,4.86,9,16,43.58,9,44.43
19,Female,3.2,3.27,6.74,2.75,40,3,90.18,5,21.36
25,Female,9.23,9.66,3.97,1.78,47,1,60.77,9,70.97
25,Male,1.71,8.06,3.4,5.33,81,6,67.11,1,57.81
22,Male,4.6,6.49,3.07,2.33,107,11,65.29,5,62.78
17,Male,7.79,6.86,6.28,0.16,31,17,50.01,3,66.43
23,Female,1.91,6.58,0.65,2.75,112,14,86.1,8,27.93
23,Male,9.36,9.29,5.64,2.42,33,7,76.2,5,85.51
26,Female,5.5,8.42,5.1,1.32,14,1,60.68,5,56.65
26,Male,5.3,5.28,3.39,2.16,11,19,42.11,6,40.58
20,Male,4.53,4.53,7.61,0.74,55,12,41.34,9,42.25
24,Male,8.74,3.47,4.41,3.44,46,1,54.75,5,49.7
22,Male,9.51,4.03,4.77,2.52,12,4,49.6,9,67.89
20,Male,4.11,6.43,6.1,0.64,88,4,81.46,1,60.69
20,Male,5.65,4.42,5,5.97,60,16,66.97,2,57.14
18,Male,3.5,5.19,6.74,5.86,26,2,61.08,7,45.03
18,Other,4,3.93,1.83,5.14,56,0,54.01,6,35.47
28,Female,0.77,9.46,6.29,1.49,78,3,92.25,9,32.94
20,Female,7.97,3.24,0.51,0.57,63,10,48.63,4,48.15
21,Female,9.71,5.46,5.47,2.34,79,0,71.89,2,58.93
24,Female,7.81,4.81,7.88,4.64,100,0,78.59,2,62.44
22,Female,5.42,3.06,5.5,5.23,113,10,69.62,8,28.34
20,Male,8.36,9.5,2.64,2.35,49,1,96.31,4,74.99
29,Female,8.65,5.2,4.05,2.47,3,5,90.63,3,75.43
27,Female,5.67,6.52,7.94,0.05,49,14,85.01,8,42.15
23,Female,9.4,7.08,3.83,5.11,14,15,78.93,2,85.13
24,Female,0.79,7.27,6.3,2.27,19,3,51.36,1,25.75
18,Male,0.6,6.22,1.46,5.92,5,2,80.54,5,40.02
28,Other,1.27,7.16,6.73,2.08,36,11,74.03,6,49.04
23,Male,1.05,8.26,1.41,0.02,108,8,95.8,6,40.99
18,Male,4.53,9.66,7.95,1.3,34,14,60.04,7,44.03
18,Male,9.43,7.6,0.86,3.25,77,18,55.26,7,82.06
24,Male,6.91,6.24,3.05,4.79,94,5,92.38,8,64.55
18,Male,6.76,6.11,5.62,0.14,33,3,60.73,6,60.23
27,Male,4.16,7.97,5.96,0.08,48,18,85.22,8,46.42
25,Other,5.57,7.39,2.45,1.62,102,1,64.14,5,64.29
28,Male,3.39,5.94,4.78,1.08,56,12,57.91,6,44.77
17,Female,5.42,5.35,0.68,2.91,26,19,67.37,6,58.91
25,Female,7.59,9.95,0.29,5.39,119,11,75.92,4,70.05
17,Female,5.81,8.37,1.1,1.4,50,11,44.42,6,54.84
26,Male,4.48,4.45,3.18,2.19,73,7,61.6,3,47.31
29,Female,8.53,5.05,3.91,4.34,47,8,63.83,5,67.11
26,Male,3.23,9.26,0.79,3.31,77,7,76.2,5,32.23
18,Male,5.07,7.63,3.52,1.1,7,17,95.24,5,51.75
22,Female,9.79,5.18,7.28,1.68,93,13,91.17,3,65.01
22,Female,9.69,5.55,4.75,4.6,16,1,78.02,10,56.52
17,Female,0.56,5.65,2.46,0.68,94,7,68.61,9,18.98
23,Male,5.56,4.3,1.51,0.24,88,9,44.99,7,31.92
24,Male,3.7,6.58,4.1,4.86,48,4,73.7,2,63.4
18,Male,3.27,8.36,1.92,0.25,5,1,55.67,4,48.35
24,Female,6.16,6.95,7.54,1.64,43,19,65.2,4,61.86
25,Male,4.74,7.59,2.62,3.48,33,16,85.23,5,54.49
22,Female,7.46,7.17,0.36,0.12,13,0,42.14,10,38.32
21,Male,0.76,3.41,6.27,5.39,109,4,95.23,9,19.19
28,Male,9.31,4.32,6.33,5.5,101,10,88.02,8,70.66
25,Male,5.89,5.45,7.12,2.33,55,7,57.56,10,31.31
29,Male,7,9.22,6.55,5.07,98,2,72.69,10,70.11
28,Female,6.24,5.44,2.38,0.13,84,16,45.77,1,50.02
27,Female,9.9,5.29,6.1,0.72,39,18,44.9,8,60.26
25,Male,9.87,3.56,6.87,1.23,20,14,42.25,10,51.4
17,Male,6.29,9.8,6.76,1.62,103,12,94.07,1,72
27,Other,7,8.45,3.64,3.66,115,7,43.72,1,58.63
19,Female,6.38,8.36,5.62,5.82,102,16,68.91,8,52.88
25,Female,3.45,5.69,7.44,0.94,98,11,41.44,8,49.84
27,Male,2.33,3.55,5,5.07,38,14,62.85,2,31.77
18,Male,4.33,4.84,2.57,4.6,45,17,65.28,7,43.49
28,Male,6.99,8.97,0.65,2.28,22,4,53.32,6,57.12
20,Male,1.03,4.26,0.89,3.41,45,6,71.8,9,22.26
20,Female,5.39,9.26,3.84,2.12,51,6,92.81,10,65.61
18,Male,4.38,6.75,4.84,1.46,99,0,81.48,9,30.49
19,Female,5.51,8,1.43,0.8,5,4,71.01,6,49.63
29,Male,8.67,6.18,1.5,3.96,70,4,57.86,8,64.27
19,Female,0.95,9.53,0.93,1.09,38,2,53.71,8,40.03
17,Male,7.75,4.68,2.55,5.2,106,1,94.29,9,52.22
22,Male,6.84,7.01,4.63,3.58,104,19,61.48,5,71.66
24,Female,2.44,3.48,5.49,4.11,117,2,92.54,6,28.08
28,Male,7.47,6.36,7.29,3.7,35,9,60.13,1,60.12
19,Male,5.22,9.81,4.77,3.86,2,17,59.36,6,54.13
21,Male,5.07,3.62,1.85,5.37,14,12,94.27,1,48.69
17,Female,5.09,6.55,5.82,1.94,17,16,82.41,1,54
26,Female,9.52,7.22,7.15,4.27,32,19,65.76,8,65.76
23,Female,9.47,9.52,1.68,0.99,19,14,81.92,4,80.16
26,Female,9.18,5.08,6.19,3.85,70,13,45.52,4,77.82
29,Other,8.92,6.52,6.46,2.43,61,19,50.46,10,64.16
17,Female,0.86,9.91,2.45,5.07,77,10,85.07,8,47.94
28,Female,4.31,8.38,4,2.08,40,2,91.09,8,66.45
27,Female,9,8.67,3.32,5.13,42,13,48.33,8,57.2
25,Male,7.67,8.46,2,2.74,18,10,70,1,64.17
24,Other,4.84,6.61,4.12,5.38,22,18,73.14,9,51.25
23,Female,7.85,6.04,7,6,29,16,44.07,7,70.4
26,Male,2.48,4.78,0.57,5.88,97,9,56.25,5,39.99
23,Male,6.2,6.26,7.29,2.64,60,9,66.98,3,46.7
21,Male,5.56,3.14,0.44,5.8,77,7,95.33,3,62.59
21,Male,5.95,3.68,3.57,5.1,118,10,76.29,1,56.42
27,Male,7.36,5.01,0.21,0.07,86,6,53.06,7,45.36
29,Male,9.52,5.34,5.78,1.96,5,19,80.9,8,72.61
21,Male,3.01,7.95,0.9,0.54,35,1,62.75,9,40.77
17,Female,7.7,4.2,6.68,0.8,12,9,78.26,7,57.51
24,Male,6.63,8.57,7.19,5.47,85,15,40.64,8,57.66
28,Male,7.1,8.61,3.23,1.81,57,10,65.72,6,72.7
27,Male,4.57,7.11,7.89,3.48,55,1,82.44,6,50.19
17,Female,9.47,6.44,3.18,2.75,106,7,86.18,9,85.63
20,Male,5.06,6.27,3.66,5.53,39,4,96.72,10,38.11
25,Male,1.66,5.94,3.36,1.41,35,15,68.22,2,35.19
25,Female,6.97,3.62,4.36,2.65,23,13,95.63,2,52
21,Male,1.72,7.59,7.36,0.51,46,15,88.46,2,56.63
20,Male,3.57,7.04,0.86,3.78,112,17,67.66,9,37.25
19,Male,2.67,3.11,3.16,5.32,52,12,78.95,1,20.7
19,Female,5.62,4.42,2.85,1.83,96,13,95.44,8,50.84
28,Female,3.8,6.05,0.8,4.76,24,8,61.29,6,35.56
21,Female,2.02,9.31,6.21,0.81,111,15,95.96,3,45.12
26,Male,8.01,9.93,1.11,2.8,68,18,85.57,9,61.21
17,Female,4.95,8.26,0.37,1.66,48,10,46.98,2,41.55
21,Male,4.82,8.25,7.79,4.01,10,6,88.93,7,57.97
22,Male,8.92,5.91,5.58,4.13,80,10,57.9,2,64.39
23,Male,5.62,7,5.84,2.45,68,0,42.36,6,61.1
28,Female,7.24,4.63,4.6,2.01,20,12,70.6,6,58.42
25,Male,3.62,8.17,1.37,4.66,10,5,97.03,2,66.03
19,Female,5.83,3.42,4.27,3.26,119,15,90.07,2,55.8
18,Female,7.4,5.92,6.21,3.27,69,12,74.7,4,48.67
19,Male,3.32,8.82,5.67,4.74,27,10,96.29,7,60.65
28,Male,7.04,9.86,5.13,3.73,33,13,59.12,4,66.55
25,Male,5.9,7.88,0.66,0.89,52,15,68.95,6,61.76
28,Male,4.62,4.38,5.18,0.65,91,17,90.22,10,40.03
23,Male,7.27,7,0.54,1.55,101,18,47.91,6,48.8
25,Female,3.51,6.92,7.34,2.2,92,5,57.28,8,34.39
29,Male,7.29,9.76,6.83,1.62,32,17,76.99,7,66.19
18,Female,5.74,8.88,0.19,1.42,48,16,69.04,5,47.38
21,Male,2.83,3.34,1.71,0.36,88,3,72.26,9,28.95
29,Female,6.85,4.54,4.55,3.1,0,0,73.06,1,60.92
20,Female,8.91,8.89,0.36,0.12,74,4,54.71,6,69.7
18,Female,3.45,9.81,7.28,3.1,43,16,84.96,10,46.51
25,Female,8.22,5.06,7.19,0.82,80,11,96.17,5,60.43
25,Male,3.69,7.84,1.35,5.25,20,4,76.94,9,27.54
22,Male,8.3,5.15,7.36,2.36,112,0,59.74,5,39.71
27,Female,0.99,3.29,5.62,4.64,38,19,93.68,4,41.08
22,Female,0.57,8.81,3.7,1.49,80,14,84.63,5,29.75
24,Female,1.58,8.17,3.67,5.95,117,19,65.32,6,50.79
22,Male,8.8,3.37,2.52,2.73,0,12,52.87,9,53.39
17,Male,5.57,4.02,4.69,4.12,114,1,94.61,10,49.52
20,Male,6.14,10,4.81,5.44,21,3,97.4,1,73.1
29,Female,8.5,7.56,1.36,1.76,82,2,61.93,2,77.37
23,Female,0.98,8.6,3.87,2.39,36,12,80.78,8,43.94
29,Female,4.18,5.72,0.88,3.93,62,9,72.6,9,46.72
29,Female,6.61,6.63,6.18,0.96,80,5,87.85,10,56.77
18,Female,4.34,7.34,6.36,4.21,61,5,98.33,5,66
25,Female,0.81,8.64,6.84,4.89,37,2,49.1,8,25.92
24,Male,6.68,5.37,0.36,3.61,71,8,61.98,1,54.66
24,Female,4.22,7.71,5.33,1.92,33,9,88.6,7,60.57
23,Male,0.68,8.43,7.01,3.73,39,18,68.7,3,45.32
20,Female,2.12,8.64,2.68,5.33,35,7,61.69,8,36.95
18,Male,2.57,6.49,6.34,1.52,54,1,45.96,5,42.36
19,Female,5.35,6.31,0.05,5.22,83,18,77.55,4,56.73
28,Female,2.27,3.73,5.32,4.4,78,7,80.41,1,25.2
22,Female,3.93,6.48,1.93,2.65,0,19,62.53,7,37.23
28,Female,7.63,7.91,0.63,5.99,15,13,42.43,6,71.06
28,Female,8.17,9.44,4,0.84,111,0,42.52,2,60.63
21,Female,8.06,3.88,2.93,2.6,13,0,48.13,2,60.58
28,Male,7.1,9.78,4.77,4.21,20,14,59.36,4,68.74
24,Female,5.65,4.64,6.85,0.09,88,18,47.53,10,39.01
22,Male,5.73,4.23,3.14,5.36,67,16,62.83,3,39.82
22,Female,9.56,3.8,7.41,2.1,78,12,83.93,2,58.61
17,Female,8.84,9.93,2.15,1.22,115,19,59.55,4,64.01
20,Female,6.67,6.93,6.22,1.85,90,12,50.47,10,51.17
21,Female,4.95,4.89,5.13,1.19,115,15,74.67,8,48.98
28,Female,7.43,5.22,4.12,0.02,103,16,75.35,1,59.8
27,Female,1.1,9.65,3.59,0.3,1,4,93.75,5,54.98
19,Female,9.47,9.3,7.31,1.06,53,7,75.95,9,67.25
29,Female,5.7,5.45,5.19,4.01,92,8,85.07,6,56.14
25,Female,5.28,3.45,2.89,0.01,43,13,51.18,4,40.67
17,Male,3.26,8.83,4.42,4.18,43,8,79.22,7,41.05
22,Female,0.53,9.4,4.41,0.85,114,16,69.19,7,42
22,Female,1.08,8.86,7.02,3.04,85,10,86.12,3,55.64
26,Other,3,9.39,0.33,2.19,99,6,71.89,7,41.3
21,Female,5.64,7.03,3.53,2.85,47,5,77.06,5,37.32
28,Male,1.29,8.88,4.08,4.04,18,0,53.77,6,40.37
21,Male,9.73,9.61,1.22,1.17,82,12,50.15,4,74.18
26,Female,4.4,9.23,0.01,0.94,58,9,97.63,8,50.65
29,Female,3.51,7.11,0.02,5.57,37,7,84.5,5,32.26
21,Female,5.49,8.23,7.87,0.26,117,14,90.52,7,50.87
22,Male,1.12,8.05,0.61,3.13,85,5,77.84,5,35.14
24,Female,8.58,8.62,0.72,3.16,109,1,42.96,8,77.54
18,Female,4.87,4.6,0.99,0.13,8,13,67.57,3,43.15
22,Male,2.19,3.02,7.91,2.43,76,18,97.93,7,24.22
17,Male,2.04,6.57,5.96,2.65,116,16,72.08,8,35.64
20,Male,3.93,8.36,3.27,5.4,102,14,40.48,8,55.54
26,Male,5.95,3.88,7.9,0.53,94,10,47.09,7,38.12
19,Male,4.46,6.73,4.48,4.47,104,19,96.97,10,39.57
25,Male,6.17,5.2,6.46,3.47,40,2,96.05,3,67.32
19,Female,7.2,8.87,0.6,5.2,57,3,64.48,9,64.89
22,Male,7.61,3.7,7.51,0.27,2,14,50.36,8,39.48
17,Male,4.31,8.94,7.62,2.52,0,2,68.37,10,45.52
28,Male,7.31,7.28,6.91,3.34,108,5,93.56,9,58.84
22,Male,1.84,9.44,1.29,0.88,21,18,97.15,9,55.83
20,Female,5.37,9.55,0.03,1.13,55,9,72.04,6,48.7
24,Male,1.19,8.66,7.19,3.39,32,1,53.78,4,40.15
29,Female,2.82,6.71,2.46,3.51,80,14,87.77,9,56.42
27,Female,6.04,4,2.9,0.8,15,12,45.27,5,33.2
25,Male,7.53,4.58,3.76,2.86,40,16,97.92,2,71.01
20,Female,1.41,5.92,2.54,0.87,28,4,89.73,5,36.36
26,Female,2.47,8.1,4.76,0.43,52,14,40.86,5,27.56
28,Male,9.92,6.81,3.23,4.76,45,19,55.1,9,61.01
26,Female,3.71,6.07,5.85,0.7,91,2,48.71,10,42.89
22,Female,3.2,6.34,0.26,0.72,63,17,67.2,3,55.48
17,Female,1.31,8.19,1.64,3.54,53,18,67.57,5,30.86
20,Male,7.1,3.24,7.32,1.62,40,2,85.71,3,61.4
23,Female,5.33,6.1,0.36,3.16,113,0,60.08,10,35.07
28,Male,2,7.01,3.82,0.28,52,17,64.04,7,39.24
17,Male,6.51,7.12,1.45,3.46,44,16,51.48,10,40.33
24,Male,5.49,7.33,6.23,3.12,85,3,51.31,3,62.19
